,age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income
6450,56,Private,11th,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
31859,44,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
19825,50,Private,5th-6th,Divorced,Other-service,Not-in-family,White,Male,37,Cuba,<=50K
12870,28,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
6698,35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,<=50K
557,49,Private,Assoc-acdm,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,>50K
18643,25,Private,Bachelors,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
29838,35,?,Assoc-voc,Married-civ-spouse,?,Wife,White,Female,20,United-States,>50K
31257,17,?,11th,Never-married,?,Own-child,White,Female,15,United-States,<=50K
21116,50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,58,United-States,<=50K
4347,38,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Iran,>50K
29345,62,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,53,United-States,<=50K
1556,33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,56,United-States,>50K
7178,43,Private,9th,Separated,Handlers-cleaners,Unmarried,Black,Female,50,United-States,<=50K
16255,26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,50,?,<=50K
9529,58,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,36,United-States,<=50K
4773,65,Private,9th,Widowed,Priv-house-serv,Unmarried,Black,Female,24,United-States,<=50K
32324,42,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
8255,33,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,Jamaica,<=50K
31450,42,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,United-States,<=50K
10644,25,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,<=50K
8898,23,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
20456,48,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K
6095,17,Private,11th,Never-married,Craft-repair,Own-child,White,Male,17,United-States,<=50K
15868,31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
22979,27,Private,5th-6th,Never-married,Craft-repair,Own-child,White,Male,40,?,<=50K
28968,41,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,<=50K
12936,25,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
17879,62,Federal-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Italy,>50K
7141,39,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
12639,29,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,38,El-Salvador,<=50K
10833,45,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
31528,61,?,Masters,Married-civ-spouse,?,Husband,White,Male,2,United-States,>50K
20191,28,Private,HS-grad,Divorced,Transport-moving,Unmarried,Black,Female,20,United-States,<=50K
28881,21,Private,11th,Never-married,Sales,Own-child,White,Female,38,United-States,<=50K
18396,41,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
30378,55,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
15607,25,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,40,?,<=50K
9575,39,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
12124,39,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
9982,46,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,36,United-States,<=50K
385,58,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
18462,57,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
5859,34,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K
22780,27,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K
88,55,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
10392,45,Private,Some-college,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K
26196,61,?,10th,Divorced,?,Not-in-family,White,Female,40,United-States,<=50K
790,25,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
17141,21,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,50,United-States,<=50K
10227,59,?,Some-college,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K
19709,21,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
25653,49,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K
10952,43,Private,Prof-school,Separated,Tech-support,Not-in-family,White,Male,50,Columbia,>50K
30508,23,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K
3651,42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
9899,28,?,HS-grad,Separated,?,Unmarried,White,Female,40,Mexico,<=50K
4804,44,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,<=50K
31742,41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
2298,72,?,Some-college,Married-civ-spouse,?,Husband,White,Male,30,United-States,>50K
31764,51,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,36,United-States,<=50K
27646,30,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K
14099,49,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
8886,55,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,?,>50K
27220,23,Private,Some-college,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K
2285,62,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,33,United-States,>50K
24076,26,Private,Some-college,Never-married,Other-service,Own-child,White,Female,45,United-States,<=50K
25008,37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
8384,29,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Mexico,<=50K
8124,60,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
24741,17,Private,11th,Never-married,Craft-repair,Own-child,White,Male,30,United-States,<=50K
8317,39,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,25,United-States,<=50K
4173,17,Private,11th,Never-married,Sales,Own-child,White,Female,18,India,<=50K
26365,43,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
22419,22,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35,United-States,<=50K
25091,71,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
9153,40,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Female,44,United-States,>50K
25173,30,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K
30254,19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K
24291,38,Local-gov,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
19913,44,Local-gov,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,15,United-States,<=50K
17859,30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Female,45,United-States,<=50K
21946,44,Local-gov,7th-8th,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
27965,25,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K
8987,27,Private,HS-grad,Never-married,Protective-serv,Own-child,White,Male,40,Japan,<=50K
173,47,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K
25438,17,Private,10th,Never-married,Other-service,Own-child,White,Male,15,United-States,<=50K
18026,46,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,38,United-States,>50K
32538,22,Private,12th,Never-married,Protective-serv,Own-child,Black,Male,35,United-States,<=50K
29714,49,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,32,United-States,<=50K
14557,43,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
11261,21,Private,Preschool,Never-married,Farming-fishing,Not-in-family,White,Male,50,Mexico,<=50K
29955,30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
2383,48,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,>50K
20676,30,Local-gov,Some-college,Separated,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,<=50K
5466,40,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,45,United-States,<=50K
19781,31,Private,7th-8th,Never-married,Handlers-cleaners,Own-child,White,Male,50,United-States,<=50K
15128,48,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
9370,33,Self-emp-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
28398,66,?,7th-8th,Married-civ-spouse,?,Husband,White,Male,30,United-States,<=50K
4484,65,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,16,United-States,<=50K
22519,33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,65,United-States,<=50K
16847,35,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K
18010,44,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,>50K
8172,50,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,United-States,>50K
11147,29,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
6060,25,Private,Bachelors,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K
5392,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
30108,42,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
28155,76,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Not-in-family,White,Male,30,United-States,<=50K
2658,34,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
22077,62,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,<=50K
13717,20,Private,Some-college,Married-civ-spouse,Sales,Other-relative,White,Female,30,United-States,<=50K
19626,23,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
30019,25,Private,Bachelors,Never-married,Other-service,Not-in-family,Black,Female,24,Jamaica,<=50K
29619,61,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,>50K
10342,49,Private,Some-college,Divorced,Sales,Unmarried,White,Female,55,England,<=50K
30975,60,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K
29175,43,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,30,United-States,<=50K
23964,48,Private,HS-grad,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
7010,59,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K
15994,52,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
26576,53,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
30729,51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
13486,52,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,48,Poland,>50K
31925,34,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,El-Salvador,<=50K
10070,38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K
5682,43,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,45,United-States,<=50K
14647,40,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,?,<=50K
917,56,Self-emp-not-inc,Masters,Divorced,Sales,Not-in-family,White,Male,60,United-States,<=50K
10164,48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
2159,40,Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,>50K
31252,19,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
6063,20,?,Some-college,Never-married,?,Own-child,Asian-Pac-Islander,Female,15,United-States,<=50K
16241,56,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
7475,39,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,20,United-States,<=50K
7420,46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
31317,53,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,<=50K
25258,56,Private,Some-college,Widowed,Craft-repair,Unmarried,White,Female,38,United-States,<=50K
893,47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
23315,63,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
7678,37,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,30,China,<=50K
3599,27,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
30547,23,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Female,50,United-States,<=50K
30132,29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
16920,26,?,Bachelors,Never-married,?,Own-child,White,Male,44,United-States,<=50K
11774,22,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K
19541,22,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
13069,23,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,30,United-States,<=50K
28188,23,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K
26536,27,Private,9th,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Guatemala,<=50K
8510,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
18195,28,Self-emp-inc,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,60,United-States,<=50K
9867,57,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K
2509,60,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
850,46,Federal-gov,Masters,Married-civ-spouse,Armed-Forces,Husband,White,Male,40,United-States,>50K
30122,45,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,<=50K
28677,45,Private,HS-grad,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K
23216,22,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
6919,52,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K
6199,41,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
28938,20,?,Some-college,Never-married,?,Own-child,White,Female,10,United-States,<=50K
21544,31,Private,Assoc-voc,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
27856,41,State-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
15962,21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,50,United-States,<=50K
15192,47,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,80,United-States,<=50K
21897,22,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,16,United-States,<=50K
25555,52,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
24778,43,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
7282,17,Private,10th,Never-married,Other-service,Own-child,White,Male,24,United-States,<=50K
18938,23,Private,Bachelors,Never-married,Tech-support,Not-in-family,Black,Female,45,United-States,<=50K
30350,31,State-gov,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,>50K
12429,20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,60,United-States,<=50K
30305,45,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States,<=50K
20714,65,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
13506,50,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,45,United-States,<=50K
